date,platform,spend,impressions,clicks
2023-07-13,Email-рассылка,47272,47272,1764
2024-06-13,Яндекс.Директ,78998,78998,1271
2023-07-06,Яндекс.Директ,63803,63803,2560
2024-05-02,ВКонтакте,69238,69238,2507
2024-06-23,ВКонтакте,66458,132916,3534
2024-11-18,ВКонтакте,80365,241095,4594
2024-05-22,Поиск (organic),99137,99137,1070
2024-07-21,Яндекс.Директ,6466,19398,914
2024-10-05,Яндекс.Директ,72053,144106,1605
2024-09-26,Поиск (organic),18374,36748,1372
2024-09-30,Email-рассылка,15381,15381,299
2025-03-10,Яндекс.Директ,75043,150086,5785
2024-06-22,Поиск (organic),49510,49510,602
2023-02-06,ВКонтакте,39972,39972,1802
2025-02-16,ВКонтакте,90144,270432,4216
2024-09-16,Поиск (organic),65064,195192,7815
2023-03-25,Email-рассылка,8931,17862,818
2023-09-30,Яндекс.Директ,46191,46191,2287
2023-08-22,Google Ads,91774,183548,8289
2024-05-11,Яндекс.Директ,11188,11188,230
2024-06-05,Поиск (organic),23393,70179,2846
2024-01-13,Яндекс.Директ,90856,90856,2688
2025-02-26,Яндекс.Директ,72096,72096,1237
2023-05-06,Google Ads,75108,75108,1230
2023-01-06,Поиск (organic),7547,7547,142
2023-12-05,Яндекс.Директ,46384,92768,1425
2023-04-07,Email-рассылка,8213,24639,1016
2024-11-10,Google Ads,17640,35280,972
2024-02-17,Google Ads,30315,60630,1037
2024-03-20,Поиск (organic),71672,71672,3576
2024-05-24,Email-рассылка,99853,99853,3477
2024-06-26,ВКонтакте,58779,176337,6709
2024-06-05,Яндекс.Директ,39505,79010,3817
2023-03-29,Яндекс.Директ,51778,155334,2861
2025-03-01,Яндекс.Директ,49542,99084,1592
2024-10-10,Яндекс.Директ,15518,31036,523
2023-06-23,ВКонтакте,19345,58035,920
2025-03-12,Google Ads,48333,96666,3130
2024-05-24,Яндекс.Директ,94483,283449,8656
2023-03-26,Поиск (organic),15274,30548,1452
2024-05-27,ВКонтакте,50356,151068,6087
2023-01-05,Email-рассылка,3083,9249,216
2023-09-22,Яндекс.Директ,49942,149826,6802
2024-01-28,Поиск (organic),56410,169230,5890
2024-04-11,Яндекс.Директ,81313,81313,3825
2024-06-25,ВКонтакте,63261,126522,3884
2023-02-26,Яндекс.Директ,5264,10528,152
2023-06-27,Поиск (organic),2566,5132,145
2023-04-04,Яндекс.Директ,58658,117316,1531
2023-01-20,Яндекс.Директ,43634,130902,4102
2024-11-14,Яндекс.Директ,78968,78968,1535
2023-03-26,ВКонтакте,22068,66204,2804
2024-07-09,ВКонтакте,21833,43666,760
2023-12-05,Google Ads,22283,44566,1961
2024-04-06,Google Ads,19208,57624,1866
2024-04-06,Email-рассылка,80502,161004,3946
2023-07-24,Email-рассылка,48806,97612,2617
2023-04-13,Поиск (organic),85142,255426,4964
2025-03-18,Яндекс.Директ,22083,66249,868
2024-02-14,ВКонтакте,2727,8181,267
2023-06-04,Email-рассылка,78152,156304,2682
2024-10-24,Email-рассылка,18777,37554,655
2023-02-14,Поиск (organic),31495,62990,642
2023-05-08,Яндекс.Директ,95614,191228,8337
2024-05-28,Email-рассылка,54059,54059,1555
2023-01-15,Google Ads,72096,216288,9583
2023-08-16,Google Ads,40812,40812,1412
2023-09-12,ВКонтакте,77590,232770,3294
2024-11-03,Google Ads,92223,92223,2218
2024-08-28,Email-рассылка,19709,39418,459
2025-03-27,Яндекс.Директ,78052,234156,2746
2023-12-26,Email-рассылка,45977,91954,1752
2023-05-23,Email-рассылка,30235,90705,3464
2024-12-25,Email-рассылка,71594,214782,5244
2023-07-11,Email-рассылка,26086,78258,1004
2023-09-10,ВКонтакте,23727,47454,2236
2023-08-01,Яндекс.Директ,75919,227757,7447
2024-10-29,Google Ads,13742,41226,1169
2024-12-27,ВКонтакте,25425,25425,542
2023-01-18,Google Ads,87953,263859,6548
2023-04-21,Яндекс.Директ,43150,129450,5491
2023-11-22,Яндекс.Директ,82871,248613,6927
2023-03-19,Поиск (organic),1208,3624,96
2023-04-05,Email-рассылка,92093,92093,1592
2023-01-04,Google Ads,60403,181209,2201
2023-02-02,Яндекс.Директ,2434,2434,47
2025-01-27,Google Ads,98599,98599,4300
2025-03-11,Google Ads,66195,66195,3163
2024-05-20,ВКонтакте,78334,78334,1625
2024-01-30,Яндекс.Директ,39566,79132,1331
2024-08-04,ВКонтакте,89840,179680,2637
2023-11-13,Поиск (organic),98800,98800,4855
2024-06-27,Поиск (organic),3318,6636,96
2023-06-13,Email-рассылка,92397,92397,4297
2024-06-13,Google Ads,55755,167265,5584
2023-02-05,Поиск (organic),3578,7156,281
2023-05-04,Яндекс.Директ,46421,92842,2461
2023-10-24,Яндекс.Директ,87315,261945,11808
2024-08-12,ВКонтакте,57438,114876,1854
2024-05-06,ВКонтакте,19454,58362,1931
2024-07-15,Google Ads,70068,70068,2042
2024-03-27,Google Ads,86712,260136,3600
2023-08-12,Google Ads,94597,189194,2966
2023-06-20,Яндекс.Директ,77044,231132,6183
2023-02-13,ВКонтакте,2551,2551,118
2023-04-27,Email-рассылка,29990,59980,1539
2024-10-07,ВКонтакте,18045,54135,2428
2023-12-23,Google Ads,10767,32301,1306
2024-04-05,Email-рассылка,23291,46582,1594
2024-01-01,Email-рассылка,79615,238845,4769
2024-01-12,Email-рассылка,16073,32146,404
2023-04-13,Яндекс.Директ,82596,82596,4124
2023-02-19,Поиск (organic),5017,15051,325
2024-06-10,Email-рассылка,8614,25842,1256
2025-01-22,ВКонтакте,70699,212097,7921
2023-08-03,Google Ads,17381,52143,616
2023-03-09,ВКонтакте,53292,53292,1098
2024-02-23,Яндекс.Директ,70154,210462,8139
2023-12-10,Яндекс.Директ,41788,41788,1770
2024-10-21,Поиск (organic),82699,165398,2730
2023-11-13,Email-рассылка,18929,18929,449
2023-03-18,Google Ads,22976,45952,1713
2023-05-15,Google Ads,70516,141032,4795
2023-07-29,Email-рассылка,90652,181304,6658
2023-10-28,ВКонтакте,25218,25218,901
2023-10-22,ВКонтакте,12596,37788,1347
2025-03-24,Яндекс.Директ,5560,5560,211
2023-09-09,Поиск (organic),82664,165328,6973
2023-04-01,Google Ads,48039,96078,3984
2024-02-20,Email-рассылка,42156,42156,1373
2024-12-04,Google Ads,92081,276243,6587
2023-04-07,Google Ads,57304,57304,2590
2024-05-18,Яндекс.Директ,78464,78464,1781
2023-03-22,Email-рассылка,92409,184818,2037
2024-10-05,Email-рассылка,5473,16419,288
2024-09-29,ВКонтакте,91962,91962,1644
2023-08-07,Google Ads,49129,147387,5307
2024-09-29,Email-рассылка,94290,188580,2660
2024-11-08,Google Ads,4152,4152,104
2023-10-07,Яндекс.Директ,65836,65836,1512
2024-04-05,ВКонтакте,79793,79793,3323
2023-09-27,Google Ads,24883,24883,999
2024-04-20,Яндекс.Директ,96834,193668,8227
2024-06-07,Google Ads,73298,146596,6937
2023-12-05,Email-рассылка,71987,215961,4939
2024-09-03,ВКонтакте,97386,194772,2373
2023-05-05,Google Ads,73538,73538,3495
2024-03-28,Email-рассылка,62002,62002,2034
2023-07-24,Email-рассылка,71694,143388,3955
2023-02-20,Email-рассылка,45844,137532,6316
2023-01-19,ВКонтакте,86716,260148,4095
2023-04-18,Email-рассылка,89791,269373,5861
2025-01-30,Яндекс.Директ,23904,47808,654
2024-11-16,Email-рассылка,2076,4152,168
2023-12-19,Яндекс.Директ,54926,164778,6404
2024-09-05,Яндекс.Директ,56365,112730,5188
2025-02-10,Google Ads,30012,90036,4358
2023-08-01,Поиск (organic),61037,61037,1270
2024-09-02,Яндекс.Директ,31496,31496,1492
2023-08-29,ВКонтакте,48664,48664,1679
2024-12-22,Поиск (organic),34390,103170,3405
2024-05-26,Поиск (organic),73070,146140,3947
2023-01-10,Email-рассылка,14268,42804,1633
2023-08-01,ВКонтакте,1629,1629,27
2024-12-18,Яндекс.Директ,65094,130188,5386
2023-09-05,Яндекс.Директ,63459,63459,2384
2023-11-01,Google Ads,45158,90316,3246
2023-09-08,Email-рассылка,93885,93885,1002
2024-02-01,Поиск (organic),45161,45161,1726
2023-11-15,Google Ads,82216,164432,2083
2024-08-02,Google Ads,54270,108540,1570
2024-11-12,Google Ads,46536,139608,4575
2023-03-14,Поиск (organic),62061,186183,2636
2024-12-29,Поиск (organic),18561,55683,1400
2025-01-04,Яндекс.Директ,93000,186000,9209
2024-03-29,ВКонтакте,8016,16032,440
2023-05-29,Поиск (organic),65049,130098,1454
2024-02-19,Email-рассылка,85530,85530,3726
2025-01-30,Google Ads,85148,170296,5447
2023-08-16,Email-рассылка,47963,47963,1909
2024-12-10,Google Ads,19148,19148,292
2024-05-03,Поиск (organic),84324,168648,5339
2024-11-08,Яндекс.Директ,37865,75730,1688
2023-11-14,Поиск (organic),25369,76107,1855
2025-01-16,Email-рассылка,52999,158997,2993
2024-07-29,Email-рассылка,1157,3471,131
2025-03-28,Поиск (organic),55990,111980,4471
2023-02-05,Поиск (organic),88252,264756,3183
2024-07-17,ВКонтакте,43931,131793,3883
2024-06-18,Яндекс.Директ,9346,28038,619
2023-01-05,Google Ads,90482,271446,9946
2024-12-24,Google Ads,78255,234765,2492
2024-01-22,Яндекс.Директ,68979,206937,8383
2023-10-08,Google Ads,86710,173420,3828
2023-12-07,ВКонтакте,19719,19719,806
2023-11-17,Поиск (organic),64802,194406,6231
2023-10-28,Яндекс.Директ,72940,72940,3052
2023-02-13,Яндекс.Директ,96464,192928,4958
2024-09-05,Поиск (organic),76772,230316,7684
2025-02-24,Google Ads,26259,78777,3721
2023-12-26,Яндекс.Директ,36842,36842,797
2024-07-15,Google Ads,92448,92448,1678
2024-06-29,Поиск (organic),91882,275646,12346
2024-08-19,Email-рассылка,96584,96584,4525
2023-12-15,Яндекс.Директ,76625,153250,3498
2024-08-07,Email-рассылка,54776,164328,2204
2024-12-27,Email-рассылка,21404,64212,1693
2023-11-06,Google Ads,72613,217839,5895
2024-09-11,Поиск (organic),56942,56942,630
2024-12-15,Поиск (organic),68949,137898,1427
2023-08-07,ВКонтакте,80307,80307,1176
2023-01-01,Email-рассылка,27208,27208,284
2025-01-12,Яндекс.Директ,94873,189746,2522
2023-12-10,Яндекс.Директ,32051,32051,362
2023-04-25,Поиск (organic),74916,224748,2463
2023-02-18,Google Ads,94809,284427,4268
2025-02-04,ВКонтакте,60016,180048,3647
2024-05-31,Google Ads,25846,77538,1498
2023-09-05,Поиск (organic),42878,42878,1208
2024-06-22,Google Ads,42368,42368,743
2024-06-22,Яндекс.Директ,83465,250395,7223
2025-01-01,Google Ads,63583,127166,5907
2023-12-09,Email-рассылка,4581,4581,205
2024-11-14,ВКонтакте,5889,5889,81
2024-05-23,Поиск (organic),48295,96590,1606
2023-06-26,Яндекс.Директ,41533,124599,1376
2024-09-02,Email-рассылка,25750,77250,1981
2023-01-10,Email-рассылка,98921,197842,9701
2025-01-27,Яндекс.Директ,96220,192440,5866
2023-10-01,Email-рассылка,31202,31202,938
2023-04-11,Яндекс.Директ,24426,73278,2784
2023-07-26,Поиск (organic),27095,54190,1472
2024-05-26,Email-рассылка,15880,31760,381
2024-04-27,Яндекс.Директ,13184,26368,824
2024-07-12,ВКонтакте,60310,180930,8996
2024-05-12,Яндекс.Директ,90709,272127,7658
2023-06-17,Поиск (organic),64134,64134,1560
2024-01-10,Google Ads,92365,277095,3897
2023-05-25,ВКонтакте,96017,288051,10157
2024-03-15,Email-рассылка,80597,241791,5877
2025-03-08,ВКонтакте,37106,74212,2759
2024-08-30,Яндекс.Директ,74753,224259,2747
2025-02-20,Поиск (organic),96719,96719,3497
2024-07-16,Email-рассылка,59215,177645,6060
2023-03-25,Google Ads,73776,221328,7828
2024-02-16,Поиск (organic),62546,125092,2289
2024-12-10,Email-рассылка,44100,88200,1884
2023-04-17,ВКонтакте,79069,237207,6794
2024-11-26,ВКонтакте,54608,54608,1837
2024-10-18,Email-рассылка,32116,96348,3431
2025-03-08,Google Ads,8148,24444,466
2024-08-05,Поиск (organic),21232,42464,1785
2024-10-28,Поиск (organic),8490,25470,1103
2025-02-05,Google Ads,20636,41272,2055
2024-08-19,Email-рассылка,76499,76499,1188
2023-12-17,Google Ads,54263,108526,1488
2023-07-06,Google Ads,88192,88192,2316
2024-10-05,ВКонтакте,93359,93359,3829
2023-11-10,ВКонтакте,67929,67929,1560
2024-11-03,Email-рассылка,70507,141014,5091
2024-01-11,Поиск (organic),45421,136263,1934
2023-11-27,Google Ads,10609,21218,414
2023-09-23,ВКонтакте,55136,55136,1679
2024-10-15,Поиск (organic),56671,56671,2305
2023-08-28,Email-рассылка,91076,273228,3789
2023-03-20,Google Ads,41375,124125,5119
2023-09-27,Email-рассылка,20546,41092,1624
2023-10-31,Email-рассылка,54358,163074,7549
2023-06-03,Email-рассылка,40436,80872,2231
2024-09-09,Email-рассылка,48543,48543,2199
2024-11-12,Google Ads,35255,105765,1323
2025-03-23,Email-рассылка,93656,93656,2557
2024-10-01,Google Ads,62927,125854,5340
2024-04-19,Яндекс.Директ,67577,67577,3193
2024-06-27,Google Ads,65355,65355,1040
2024-09-21,ВКонтакте,57770,173310,4045
2024-04-14,Яндекс.Директ,52256,104512,2916
2024-03-10,ВКонтакте,23512,70536,3090
2025-03-12,ВКонтакте,69210,69210,3162
2023-10-14,Google Ads,58933,117866,5437
2025-01-03,Яндекс.Директ,65492,130984,4861
2023-09-22,Google Ads,14005,42015,614
2025-01-22,Поиск (organic),5563,11126,126
2024-08-26,Поиск (organic),30032,30032,998
2025-02-23,Google Ads,71745,71745,948
2024-03-05,Поиск (organic),32876,65752,1330
2024-12-09,Яндекс.Директ,59030,177090,8741
2024-01-13,Email-рассылка,80645,241935,4879
2023-10-18,ВКонтакте,86420,259260,12884
2023-05-18,Поиск (organic),57055,171165,5228
2024-01-25,Email-рассылка,67485,134970,4819
2023-03-31,Google Ads,80768,161536,6425
2023-11-25,Яндекс.Директ,97327,291981,13247
2025-03-14,ВКонтакте,41141,123423,1588
2024-06-15,Email-рассылка,78983,157966,6663
2024-09-27,ВКонтакте,95578,286734,13253
2023-05-25,Яндекс.Директ,32414,64828,1801
2025-02-23,Email-рассылка,1689,5067,60
2023-07-14,ВКонтакте,71891,215673,4266
2024-08-27,Поиск (organic),38674,77348,2520
2024-12-22,Яндекс.Директ,44687,134061,1766
2024-04-20,Google Ads,21565,43130,1042
2024-10-19,Поиск (organic),65899,131798,3014
2023-09-25,Email-рассылка,67324,201972,3836
2024-05-13,Google Ads,49952,49952,1751
2024-10-26,Email-рассылка,38338,115014,2382
2024-10-08,ВКонтакте,90763,181526,4512
2023-05-27,Email-рассылка,12206,12206,181
2023-10-16,Поиск (organic),57748,115496,1994
2023-07-17,Поиск (organic),22135,66405,1235
2024-01-31,Поиск (organic),54143,108286,1477
2023-05-01,ВКонтакте,41665,41665,1170
2024-04-29,ВКонтакте,22398,22398,1103
2023-09-06,ВКонтакте,27340,82020,1249
2023-04-28,ВКонтакте,15438,15438,673
2024-11-28,Яндекс.Директ,48967,146901,3398
2023-01-22,ВКонтакте,14822,29644,441
2024-10-09,Поиск (organic),15614,46842,702
2024-04-14,Поиск (organic),81508,244524,9287
2023-11-12,Email-рассылка,8437,8437,181
2025-02-05,Email-рассылка,78743,236229,11142
2024-04-18,Яндекс.Директ,24281,72843,2123
2024-07-29,Яндекс.Директ,22903,68709,3030
2025-02-21,Яндекс.Директ,63124,63124,1930
2024-02-06,Поиск (organic),64776,194328,8282
2023-09-06,Google Ads,69046,138092,6511
2024-01-27,Email-рассылка,48045,96090,4129
2024-05-19,Яндекс.Директ,15717,31434,474
2024-11-21,Google Ads,62596,125192,2465
2023-06-27,ВКонтакте,74036,222108,8861
2023-01-28,Email-рассылка,93691,93691,2558
2024-06-08,ВКонтакте,91371,182742,1939
2025-02-13,Google Ads,11450,22900,511
2023-03-28,ВКонтакте,7307,14614,452
2024-12-05,Email-рассылка,35213,70426,3167
2024-12-21,Google Ads,20402,40804,1332
2024-02-06,Поиск (organic),84988,254964,5686
2023-12-02,Яндекс.Директ,88075,264225,5225
2023-01-25,Яндекс.Директ,36708,36708,1338
2024-11-27,Яндекс.Директ,76647,153294,6205
2024-12-22,Google Ads,77346,77346,2671
2024-11-07,Google Ads,9742,9742,484
2025-01-26,Google Ads,31383,31383,656
2024-01-05,ВКонтакте,85696,85696,967
2023-04-26,Поиск (organic),18408,36816,909
2023-02-20,Яндекс.Директ,43319,86638,2140
2023-05-18,Email-рассылка,66221,132442,3430
